Year,Element,element_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12
2003,6769.771948999999,-104.92299400000138,-60.89999499999885,309.93502799999897,352.7579100000012,220.95699699999932,83.77600299999995,130.22199600000022,-278.06100200000037,142.97599999999966,233.19600100000025,607.4040070000001,-676.5420039999999,749.1259980000004
2004,7116.97995,347.2080010000009,-104.92299400000138,-60.89999499999885,309.93502799999897,352.7579100000012,220.95699699999932,83.77600299999995,130.22199600000022,-278.06100200000037,142.97599999999966,233.19600100000025,607.4040070000001,-676.5420039999999
2005,7127.950948999999,10.97099899999921,347.2080010000009,-104.92299400000138,-60.89999499999885,309.93502799999897,352.7579100000012,220.95699699999932,83.77600299999995,130.22199600000022,-278.06100200000037,142.97599999999966,233.19600100000025,607.4040070000001
2006,7268.186315999999,140.23536700000022,10.97099899999921,347.2080010000009,-104.92299400000138,-60.89999499999885,309.93502799999897,352.7579100000012,220.95699699999932,83.77600299999995,130.22199600000022,-278.06100200000037,142.97599999999966,233.19600100000025
2007,7282.082552,13.8962360000005,140.23536700000022,10.97099899999921,347.2080010000009,-104.92299400000138,-60.89999499999885,309.93502799999897,352.7579100000012,220.95699699999932,83.77600299999995,130.22199600000022,-278.06100200000037,142.97599999999966
2008,7064.685113,-217.3974390000003,13.8962360000005,140.23536700000022,10.97099899999921,347.2080010000009,-104.92299400000138,-60.89999499999885,309.93502799999897,352.7579100000012,220.95699699999932,83.77600299999995,130.22199600000022,-278.06100200000037
2009,7130.4034599999995,65.718347,-217.3974390000003,13.8962360000005,140.23536700000022,10.97099899999921,347.2080010000009,-104.92299400000138,-60.89999499999885,309.93502799999897,352.7579100000012,220.95699699999932,83.77600299999995,130.22199600000022
2010,7192.398002,61.994542000000365,65.718347,-217.3974390000003,13.8962360000005,140.23536700000022,10.97099899999921,347.2080010000009,-104.92299400000138,-60.89999499999885,309.93502799999897,352.7579100000012,220.95699699999932,83.77600299999995
2011,7014.85381,-177.5441920000003,61.994542000000365,65.718347,-217.3974390000003,13.8962360000005,140.23536700000022,10.97099899999921,347.2080010000009,-104.92299400000138,-60.89999499999885,309.93502799999897,352.7579100000012,220.95699699999932
2012,7130.946647,116.09283700000015,-177.5441920000003,61.994542000000365,65.718347,-217.3974390000003,13.8962360000005,140.23536700000022,10.97099899999921,347.2080010000009,-104.92299400000138,-60.89999499999885,309.93502799999897,352.7579100000012
2013,7435.140353,304.193706,116.09283700000015,-177.5441920000003,61.994542000000365,65.718347,-217.3974390000003,13.8962360000005,140.23536700000022,10.97099899999921,347.2080010000009,-104.92299400000138,-60.89999499999885,309.93502799999897
2014,7493.665419,58.52506600000015,304.193706,116.09283700000015,-177.5441920000003,61.994542000000365,65.718347,-217.3974390000003,13.8962360000005,140.23536700000022,10.97099899999921,347.2080010000009,-104.92299400000138,-60.89999499999885
2015,7695.188722,201.52330299999994,58.52506600000015,304.193706,116.09283700000015,-177.5441920000003,61.994542000000365,65.718347,-217.3974390000003,13.8962360000005,140.23536700000022,10.97099899999921,347.2080010000009,-104.92299400000138
2016,7871.931795999999,176.74307399999907,201.52330299999994,58.52506600000015,304.193706,116.09283700000015,-177.5441920000003,61.994542000000365,65.718347,-217.3974390000003,13.8962360000005,140.23536700000022,10.97099899999921,347.2080010000009
2017,7742.009408,-129.92238799999905,176.74307399999907,201.52330299999994,58.52506600000015,304.193706,116.09283700000015,-177.5441920000003,61.994542000000365,65.718347,-217.3974390000003,13.8962360000005,140.23536700000022,10.97099899999921
2018,7833.595668000001,91.58626000000095,-129.92238799999905,176.74307399999907,201.52330299999994,58.52506600000015,304.193706,116.09283700000015,-177.5441920000003,61.994542000000365,65.718347,-217.3974390000003,13.8962360000005,140.23536700000022
2019,7550.821826,-282.7738420000005,91.58626000000095,-129.92238799999905,176.74307399999907,201.52330299999994,58.52506600000015,304.193706,116.09283700000015,-177.5441920000003,61.994542000000365,65.718347,-217.3974390000003,13.8962360000005
