Year,Element,element_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12
2003,8.9773,-0.17180000000000106,-0.2886999999999986,0.6601999999999997,-1.7783999999999995,1.0511999999999997,0.31099999999999994,-0.5702999999999996,0.7210999999999999,-2.025500000000001,1.4673999999999996,-0.7012,-0.36939999999999884,0.3874999999999993
2004,9.2641,0.2867999999999995,-0.17180000000000106,-0.2886999999999986,0.6601999999999997,-1.7783999999999995,1.0511999999999997,0.31099999999999994,-0.5702999999999996,0.7210999999999999,-2.025500000000001,1.4673999999999996,-0.7012,-0.36939999999999884
2005,9.6425,0.37840000000000096,0.2867999999999995,-0.17180000000000106,-0.2886999999999986,0.6601999999999997,-1.7783999999999995,1.0511999999999997,0.31099999999999994,-0.5702999999999996,0.7210999999999999,-2.025500000000001,1.4673999999999996,-0.7012
2006,9.2819,-0.3605999999999998,0.37840000000000096,0.2867999999999995,-0.17180000000000106,-0.2886999999999986,0.6601999999999997,-1.7783999999999995,1.0511999999999997,0.31099999999999994,-0.5702999999999996,0.7210999999999999,-2.025500000000001,1.4673999999999996
2007,9.8234,0.5414999999999992,-0.3605999999999998,0.37840000000000096,0.2867999999999995,-0.17180000000000106,-0.2886999999999986,0.6601999999999997,-1.7783999999999995,1.0511999999999997,0.31099999999999994,-0.5702999999999996,0.7210999999999999,-2.025500000000001
2008,8.9971,-0.8262999999999998,0.5414999999999992,-0.3605999999999998,0.37840000000000096,0.2867999999999995,-0.17180000000000106,-0.2886999999999986,0.6601999999999997,-1.7783999999999995,1.0511999999999997,0.31099999999999994,-0.5702999999999996,0.7210999999999999
2009,8.8843,-0.11280000000000001,-0.8262999999999998,0.5414999999999992,-0.3605999999999998,0.37840000000000096,0.2867999999999995,-0.17180000000000106,-0.2886999999999986,0.6601999999999997,-1.7783999999999995,1.0511999999999997,0.31099999999999994,-0.5702999999999996
2010,9.1548,0.2705000000000002,-0.11280000000000001,-0.8262999999999998,0.5414999999999992,-0.3605999999999998,0.37840000000000096,0.2867999999999995,-0.17180000000000106,-0.2886999999999986,0.6601999999999997,-1.7783999999999995,1.0511999999999997,0.31099999999999994
2011,9.5092,0.35440000000000005,0.2705000000000002,-0.11280000000000001,-0.8262999999999998,0.5414999999999992,-0.3605999999999998,0.37840000000000096,0.2867999999999995,-0.17180000000000106,-0.2886999999999986,0.6601999999999997,-1.7783999999999995,1.0511999999999997
2012,8.6439,-0.8652999999999995,0.35440000000000005,0.2705000000000002,-0.11280000000000001,-0.8262999999999998,0.5414999999999992,-0.3605999999999998,0.37840000000000096,0.2867999999999995,-0.17180000000000106,-0.2886999999999986,0.6601999999999997,-1.7783999999999995
2013,9.0125,0.36859999999999893,-0.8652999999999995,0.35440000000000005,0.2705000000000002,-0.11280000000000001,-0.8262999999999998,0.5414999999999992,-0.3605999999999998,0.37840000000000096,0.2867999999999995,-0.17180000000000106,-0.2886999999999986,0.6601999999999997
2014,8.5143,-0.49819999999999887,0.36859999999999893,-0.8652999999999995,0.35440000000000005,0.2705000000000002,-0.11280000000000001,-0.8262999999999998,0.5414999999999992,-0.3605999999999998,0.37840000000000096,0.2867999999999995,-0.17180000000000106,-0.2886999999999986
2015,9.1123,0.597999999999999,-0.49819999999999887,0.36859999999999893,-0.8652999999999995,0.35440000000000005,0.2705000000000002,-0.11280000000000001,-0.8262999999999998,0.5414999999999992,-0.3605999999999998,0.37840000000000096,0.2867999999999995,-0.17180000000000106
2016,8.9636,-0.14869999999999983,0.597999999999999,-0.49819999999999887,0.36859999999999893,-0.8652999999999995,0.35440000000000005,0.2705000000000002,-0.11280000000000001,-0.8262999999999998,0.5414999999999992,-0.3605999999999998,0.37840000000000096,0.2867999999999995
2017,8.8801,-0.08349999999999902,-0.14869999999999983,0.597999999999999,-0.49819999999999887,0.36859999999999893,-0.8652999999999995,0.35440000000000005,0.2705000000000002,-0.11280000000000001,-0.8262999999999998,0.5414999999999992,-0.3605999999999998,0.37840000000000096
2018,8.2908,-0.5892999999999997,-0.08349999999999902,-0.14869999999999983,0.597999999999999,-0.49819999999999887,0.36859999999999893,-0.8652999999999995,0.35440000000000005,0.2705000000000002,-0.11280000000000001,-0.8262999999999998,0.5414999999999992,-0.3605999999999998
2019,8.6501,0.3592999999999993,-0.5892999999999997,-0.08349999999999902,-0.14869999999999983,0.597999999999999,-0.49819999999999887,0.36859999999999893,-0.8652999999999995,0.35440000000000005,0.2705000000000002,-0.11280000000000001,-0.8262999999999998,0.5414999999999992
