Year,Element,element_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12
2003,7.89,-0.33860000000000046,-0.20889999999999986,0.5048000000000004,-0.7308000000000012,0.20340000000000025,0.042800000000001504,-0.39170000000000016,0.625,-3.2205000000000013,0.2696000000000005,-0.1755999999999993,0.14239999999999853,-0.6722999999999999
2004,8.2326,0.3426,-0.33860000000000046,-0.20889999999999986,0.5048000000000004,-0.7308000000000012,0.20340000000000025,0.042800000000001504,-0.39170000000000016,0.625,-3.2205000000000013,0.2696000000000005,-0.1755999999999993,0.14239999999999853
2005,7.7745,-0.45809999999999995,0.3426,-0.33860000000000046,-0.20889999999999986,0.5048000000000004,-0.7308000000000012,0.20340000000000025,0.042800000000001504,-0.39170000000000016,0.625,-3.2205000000000013,0.2696000000000005,-0.1755999999999993
2006,8.6889,0.9144000000000005,-0.45809999999999995,0.3426,-0.33860000000000046,-0.20889999999999986,0.5048000000000004,-0.7308000000000012,0.20340000000000025,0.042800000000001504,-0.39170000000000016,0.625,-3.2205000000000013,0.2696000000000005
2007,8.1591,-0.5297999999999998,0.9144000000000005,-0.45809999999999995,0.3426,-0.33860000000000046,-0.20889999999999986,0.5048000000000004,-0.7308000000000012,0.20340000000000025,0.042800000000001504,-0.39170000000000016,0.625,-3.2205000000000013
2008,8.277999999999999,0.11889999999999823,-0.5297999999999998,0.9144000000000005,-0.45809999999999995,0.3426,-0.33860000000000046,-0.20889999999999986,0.5048000000000004,-0.7308000000000012,0.20340000000000025,0.042800000000001504,-0.39170000000000016,0.625
2009,7.3108,-0.9671999999999983,0.11889999999999823,-0.5297999999999998,0.9144000000000005,-0.45809999999999995,0.3426,-0.33860000000000046,-0.20889999999999986,0.5048000000000004,-0.7308000000000012,0.20340000000000025,0.042800000000001504,-0.39170000000000016
2010,7.8118,0.5009999999999994,-0.9671999999999983,0.11889999999999823,-0.5297999999999998,0.9144000000000005,-0.45809999999999995,0.3426,-0.33860000000000046,-0.20889999999999986,0.5048000000000004,-0.7308000000000012,0.20340000000000025,0.042800000000001504
2011,7.1435,-0.6682999999999995,0.5009999999999994,-0.9671999999999983,0.11889999999999823,-0.5297999999999998,0.9144000000000005,-0.45809999999999995,0.3426,-0.33860000000000046,-0.20889999999999986,0.5048000000000004,-0.7308000000000012,0.20340000000000025
2012,7.3051,0.16159999999999997,-0.6682999999999995,0.5009999999999994,-0.9671999999999983,0.11889999999999823,-0.5297999999999998,0.9144000000000005,-0.45809999999999995,0.3426,-0.33860000000000046,-0.20889999999999986,0.5048000000000004,-0.7308000000000012
2013,7.3435,0.038399999999999324,0.16159999999999997,-0.6682999999999995,0.5009999999999994,-0.9671999999999983,0.11889999999999823,-0.5297999999999998,0.9144000000000005,-0.45809999999999995,0.3426,-0.33860000000000046,-0.20889999999999986,0.5048000000000004
2014,10.2227,2.8792,0.038399999999999324,0.16159999999999997,-0.6682999999999995,0.5009999999999994,-0.9671999999999983,0.11889999999999823,-0.5297999999999998,0.9144000000000005,-0.45809999999999995,0.3426,-0.33860000000000046,-0.20889999999999986
2015,9.9376,-0.2850999999999999,2.8792,0.038399999999999324,0.16159999999999997,-0.6682999999999995,0.5009999999999994,-0.9671999999999983,0.11889999999999823,-0.5297999999999998,0.9144000000000005,-0.45809999999999995,0.3426,-0.33860000000000046
2016,10.8716,0.934000000000001,-0.2850999999999999,2.8792,0.038399999999999324,0.16159999999999997,-0.6682999999999995,0.5009999999999994,-0.9671999999999983,0.11889999999999823,-0.5297999999999998,0.9144000000000005,-0.45809999999999995,0.3426
2017,10.2966,-0.5750000000000011,0.934000000000001,-0.2850999999999999,2.8792,0.038399999999999324,0.16159999999999997,-0.6682999999999995,0.5009999999999994,-0.9671999999999983,0.11889999999999823,-0.5297999999999998,0.9144000000000005,-0.45809999999999995
2018,9.9241,-0.3725000000000005,-0.5750000000000011,0.934000000000001,-0.2850999999999999,2.8792,0.038399999999999324,0.16159999999999997,-0.6682999999999995,0.5009999999999994,-0.9671999999999983,0.11889999999999823,-0.5297999999999998,0.9144000000000005
2019,10.3194,0.39530000000000065,-0.3725000000000005,-0.5750000000000011,0.934000000000001,-0.2850999999999999,2.8792,0.038399999999999324,0.16159999999999997,-0.6682999999999995,0.5009999999999994,-0.9671999999999983,0.11889999999999823,-0.5297999999999998
